akun,anggaran,realisasi,persentase
" Pendapatan Daerah","3.304,78 M","3.352,37 M",101.44
" PAD","671,01 M","736,24 M",109.72
" Pajak Daerah","425,14 M","452,52 M",106.44
" Retribusi Daerah","37,25 M","33,79 M",90.72
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","4,85 M","4,83 M",99.48
" Lain-Lain PAD yang Sah","203,76 M","245,09 M",120.28
" TKDD","2.329,97 M","2.316,30 M",99.41
" Pendapatan Transfer Pemerintah Pusat","2.329,97 M","2.316,30 M",99.41
" Pendapatan Lainnya","303,80 M","299,83 M",98.69
" Pendapatan Hibah","0,00 M","1,89 M",0
" Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan","56,72 M","46,79 M",82.49
" Pendapatan Transfer Antar Daerah","247,08 M","251,15 M",101.65
" Belanja Daerah","3.558,63 M","3.450,04 M",96.95
" Belanja Pegawai","1.267,71 M","1.133,80 M",89.44
" Belanja Pegawai","1.267,71 M","1.133,80 M",89.44
" Belanja Barang Jasa","997,40 M","1.016,51 M",101.92
" Belanja Barang dan Jasa","997,40 M","1.016,51 M",101.92
" Belanja Modal","467,29 M","476,87 M",102.05
" Belanja Modal","467,29 M","476,87 M",102.05
" Belanja Lainnya","826,23 M","822,86 M",99.59
" Belanja Bagi Hasil","41,70 M","41,70 M",100.00
" Belanja Bantuan Keuangan","575,29 M","576,18 M",100.15
" Belanja Hibah","155,77 M","165,37 M",106.16
" Belanja Bantuan Sosial","18,74 M","28,26 M",150.82
" Belanja Tidak Terduga","34,72 M","11,35 M",32.68
" Pembiayaan Daerah","253,85 M","372,25 M",146.64
" Penerimaan Pembiayaan Daerah","257,11 M","372,25 M",144.78
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","257,11 M","372,25 M",144.78
" Pengeluaran Pembiayaan Daerah","3,26 M","0,00 M",0.00
" Penyertaan Modal Daerah","3,26 M","0,00 M",0.00
