akun,anggaran,realisasi,persentase
" Pendapatan Daerah","1.957,01 M","1.455,64 M",74.38
" PAD","247,51 M","210,33 M",84.98
" Pajak Daerah","53,42 M","36,70 M",68.70
" Retribusi Daerah","11,05 M","6,45 M",58.37
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","0,00 M","2,28 M",0
" Lain-Lain PAD yang Sah","183,05 M","164,90 M",90.09
" TKDD","1.541,49 M","1.129,79 M",73.29
" Pendapatan Transfer Pemerintah Pusat","1.541,49 M","1.129,79 M",73.29
" Pendapatan Lainnya","168,01 M","115,52 M",68.76
" Pendapatan Hibah","2,00 M","0,00 M",0.00
" Pendapatan Transfer Antar Daerah","166,01 M","115,52 M",69.59
" Belanja Daerah","2.199,95 M","1.280,72 M",58.22
" Belanja Pegawai","842,09 M","521,44 M",61.92
" Belanja Pegawai","842,09 M","521,44 M",61.92
" Belanja Barang dan Jasa","738,76 M","376,36 M",50.95
" Belanja Barang dan Jasa","738,76 M","376,36 M",50.95
" Belanja Modal","235,28 M","76,50 M",32.51
" Belanja Modal","235,28 M","76,50 M",32.51
" Belanja Lainnya","383,82 M","306,42 M",79.83
" Belanja Bagi Hasil","5,05 M","0,00 M",0.00
" Belanja Bantuan Keuangan","277,39 M","229,75 M",82.82
" Belanja Hibah","73,94 M","52,32 M",70.76
" Belanja Bantuan Sosial","21,44 M","19,43 M",90.61
" Belanja Tidak Terduga","6,00 M","4,93 M",82.09
" Pembiayaan Daerah","242,94 M","0,00 M",0.00
" Penerimaan Pembiayaan Daerah","284,17 M","69,94 M",24.61
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","284,17 M","69,94 M",24.61
" Pencairan Dana Cadangan","0,00 M","0,00 M",0
" Pengeluaran Pembiayaan Daerah","41,23 M","0,00 M",0.00
" Pembentukan Dana Cadangan","20,00 M","0,00 M",0.00
" Pembayaran Cicilan Pokok Utang yang Jatuh Tempo","21,23 M","17,69 M",83.33
" Pembayaaran Pokok Utang","0,00 M","17,69 M",0
