akun,anggaran,realisasi,persentase
" Pendapatan Daerah","983,49 M","1.060,72 M",107.85
" PAD","250,33 M","264,21 M",105.55
" Pajak Daerah","86,26 M","106,17 M",123.08
" Retribusi Daerah","17,84 M","21,39 M",119.86
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","15,22 M","15,60 M",102.49
" Lain-Lain PAD yang Sah","131,01 M","121,07 M",92.41
" TKDD","671,77 M","697,48 M",103.83
" Pendapatan Transfer Pemerintah Pusat","671,77 M","697,48 M",103.83
" Pendapatan Lainnya","61,39 M","99,02 M",161.30
" Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan","0,00 M","0,00 M",0
" Pendapatan Transfer Antar Daerah","61,39 M","99,02 M",161.30
" Belanja Daerah","1.158,49 M","1.165,41 M",100.60
" Belanja Pegawai","493,73 M","404,41 M",81.91
" Belanja Pegawai","493,73 M","404,41 M",81.91
" Belanja Barang Jasa","444,97 M","474,78 M",106.70
" Belanja Barang dan Jasa","444,97 M","474,78 M",106.70
" Belanja Modal","169,09 M","232,43 M",137.46
" Belanja Modal","169,09 M","232,43 M",137.46
" Belanja Lainnya","50,70 M","53,79 M",106.10
" Belanja Subsidi","0,00 M","6,48 M",0
" Belanja Hibah","16,82 M","11,56 M",68.73
" Belanja Bantuan Sosial","25,10 M","33,25 M",132.48
" Belanja Tidak Terduga","8,78 M","2,50 M",28.49
" Pembiayaan Daerah","0,00 M","0,00 M",0
" Penerimaan Pembiayaan Daerah","175,00 M","295,94 M",169.11
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","175,00 M","295,94 M",169.11
" Penerimaan Kembali Pemberian Pinjaman Daerah","0,00 M","0,00 M",0
