akun,anggaran,realisasi,persentase
" Pendapatan Daerah","1.638,57 M","1.656,08 M",101.07
" PAD","165,60 M","165,24 M",99.78
" Pajak Daerah","36,14 M","42,18 M",116.71
" Retribusi Daerah","26,35 M","26,87 M",101.97
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","2,90 M","2,89 M",99.67
" Lain-Lain PAD yang Sah","100,21 M","93,30 M",93.11
" TKDD","1.362,47 M","1.359,64 M",99.79
" Pendapatan Transfer Pemerintah Pusat","1.362,47 M","1.359,64 M",99.79
" Pendapatan Lainnya","110,50 M","131,19 M",118.73
" Pendapatan Hibah","0,00 M","0,85 M",0
" Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan","18,53 M","20,09 M",108.45
" Pendapatan Transfer Antar Daerah","91,97 M","110,24 M",119.87
" Belanja Daerah","1.654,07 M","1.662,26 M",100.49
" Belanja Pegawai","763,11 M","689,78 M",90.39
" Belanja Pegawai","763,11 M","689,78 M",90.39
" Belanja Barang Jasa","396,40 M","428,78 M",108.17
" Belanja Barang dan Jasa","396,40 M","428,78 M",108.17
" Belanja Modal","194,40 M","236,41 M",121.61
" Belanja Modal","194,40 M","236,41 M",121.61
" Belanja Lainnya","300,16 M","307,28 M",102.37
" Belanja Bagi Hasil","5,35 M","5,86 M",109.59
" Belanja Bantuan Keuangan","263,59 M","265,70 M",100.80
" Belanja Hibah","20,23 M","26,97 M",133.30
" Belanja Bantuan Sosial","6,31 M","3,07 M",48.73
" Belanja Tidak Terduga","4,68 M","5,68 M",121.23
" Pembiayaan Daerah","0,00 M","0,00 M",0
" Penerimaan Pembiayaan Daerah","15,50 M","181,40 M","1,170.07"
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","15,50 M","181,40 M","1,170.33"
" Penerimaan Kembali Pemberian Pinjaman Daerah","0,00 M","0,00 M",56.11
