akun,anggaran,realisasi,persentase
" Pendapatan Daerah","2.078,78 M","2.156,66 M",103.75
" PAD","338,14 M","292,79 M",86.59
" Pajak Daerah","103,30 M","101,72 M",98.47
" Retribusi Daerah","22,44 M","10,83 M",48.27
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","9,08 M","8,48 M",93.46
" Lain-Lain PAD yang Sah","203,32 M","171,75 M",84.47
" TKDD","1.627,83 M","1.691,01 M",103.88
" Pendapatan Transfer Pemerintah Pusat","1.627,83 M","1.691,01 M",103.88
" Pendapatan Lainnya","112,81 M","172,86 M",153.24
" Pendapatan Transfer Antar Daerah","112,81 M","172,86 M",153.24
" Belanja Daerah","2.227,96 M","2.387,84 M",107.18
" Belanja Pegawai","883,73 M","828,58 M",93.76
" Belanja Pegawai","883,73 M","828,58 M",93.76
" Belanja Barang dan Jasa","546,44 M","617,75 M",113.05
" Belanja Barang dan Jasa","546,44 M","617,75 M",113.05
" Belanja Modal","242,97 M","338,91 M",139.49
" Belanja Modal","242,97 M","338,91 M",139.49
" Belanja Lainnya","554,81 M","602,60 M",108.61
" Belanja Bagi Hasil","10,05 M","10,46 M",104.03
" Belanja Bantuan Keuangan","409,81 M","436,67 M",106.55
" Belanja Subsidi","0,29 M","0,24 M",83.95
" Belanja Hibah","118,22 M","146,02 M",123.52
" Belanja Bantuan Sosial","6,44 M","6,50 M",100.91
" Belanja Tidak Terduga","10,00 M","2,71 M",27.14
" Pembiayaan Daerah","149,18 M","165,27 M",110.79
" Penerimaan Pembiayaan Daerah","156,68 M","172,49 M",110.09
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","116,68 M","172,49 M",147.83
" Pencairan Dana Cadangan","40,00 M","0,00 M",0.00
" Penerimaan Kembali Pemberian Pinjaman Daerah","0,00 M","0,00 M",0
" Pengeluaran Pembiayaan Daerah","7,50 M","7,22 M",96.27
" Penyertaan Modal Daerah","7,50 M","7,22 M",96.27
