akun,anggaran,realisasi,persentase
" Pendapatan Daerah","3.923,05 M","2.782,78 M",70.93
" PAD","851,85 M","523,10 M",61.41
" Pajak Daerah","346,31 M","177,71 M",51.31
" Retribusi Daerah","50,10 M","17,18 M",34.29
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","6,10 M","6,44 M",105.52
" Lain-Lain PAD yang Sah","449,34 M","321,78 M",71.61
" TKDD","2.786,89 M","2.036,30 M",73.07
" Pendapatan Transfer Pemerintah Pusat","2.786,89 M","2.036,30 M",73.07
" Pendapatan Lainnya","284,30 M","223,38 M",78.57
" Pendapatan Hibah","0,00 M","0,44 M",0
" Pendapatan Transfer Antar Daerah","284,30 M","222,94 M",78.42
" Belanja Daerah","4.222,51 M","2.297,40 M",54.41
" Belanja Pegawai","1.480,92 M","970,81 M",65.55
" Belanja Pegawai","1.480,92 M","970,81 M",65.55
" Belanja Barang dan Jasa","1.533,08 M","761,40 M",49.66
" Belanja Barang dan Jasa","1.533,08 M","761,40 M",49.66
" Belanja Modal","500,95 M","87,17 M",17.40
" Belanja Modal","500,95 M","87,17 M",17.40
" Belanja Lainnya","707,56 M","478,01 M",67.56
" Belanja Bagi Hasil","22,50 M","19,33 M",85.89
" Belanja Bantuan Keuangan","490,61 M","380,27 M",77.51
" Belanja Hibah","106,71 M","37,11 M",34.77
" Belanja Bantuan Sosial","33,35 M","13,30 M",39.87
" Belanja Tidak Terduga","54,39 M","28,00 M",51.48
" Pembiayaan Daerah","0,00 M","0,00 M",0
" Penerimaan Pembiayaan Daerah","299,47 M","121,34 M",40.52
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","299,47 M","121,34 M",40.52
