akun,anggaran,realisasi,persentase
" Pendapatan Daerah","2.575,44 M","1.978,35 M",76.82
" PAD","564,45 M","489,21 M",86.67
" Pajak Daerah","120,40 M","107,29 M",89.11
" Retribusi Daerah","16,64 M","14,04 M",84.39
" Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan","6,41 M","6,04 M",94.19
" Lain-Lain PAD yang Sah","421,00 M","361,84 M",85.95
" TKDD","1.849,63 M","1.328,91 M",71.85
" Pendapatan Transfer Pemerintah Pusat","1.849,63 M","1.328,91 M",71.85
" Pendapatan Lainnya","161,37 M","160,23 M",99.30
" Pendapatan Transfer Antar Daerah","161,37 M","160,23 M",99.30
" Belanja Daerah","2.735,44 M","1.851,96 M",67.70
" Belanja Pegawai","1.262,61 M","762,16 M",60.36
" Belanja Pegawai","1.262,61 M","762,16 M",60.36
" Belanja Barang dan Jasa","598,12 M","607,35 M",101.54
" Belanja Barang dan Jasa","598,12 M","607,35 M",101.54
" Belanja Modal","341,14 M","77,77 M",22.80
" Belanja Modal","341,14 M","77,77 M",22.80
" Belanja Lainnya","533,58 M","404,68 M",75.84
" Belanja Bagi Hasil","12,51 M","3,56 M",28.45
" Belanja Bantuan Keuangan","388,46 M","327,91 M",84.41
" Belanja Hibah","87,09 M","58,84 M",67.56
" Belanja Bantuan Sosial","25,52 M","13,49 M",52.84
" Belanja Tidak Terduga","20,00 M","0,89 M",4.45
" Pembiayaan Daerah","160,00 M","0,00 M",0.00
" Penerimaan Pembiayaan Daerah","180,00 M","477,60 M",265.33
" Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya","180,00 M","477,60 M",265.33
" Pengeluaran Pembiayaan Daerah","20,00 M","0,00 M",0.00
" Pembentukan Dana Cadangan","20,00 M","20,00 M",100.00
" Pengeluaran Pembiayaan Lainnya","0,00 M","20,00 M",0
